Date,Sentiment Score,Open,High,Low,Close,Volume,RSI,MACD,MACD Signal,Forward PE,T5YIE,FEDFUNDS,SP500,EUR=X,XLY,Next Trading Day,Next Day High
2018-06-19,1.40070915e-05,43.130001068115234,44.11000061035156,42.43999862670898,43.33000183105469,3125100.0,81.93662415924489,2.999920514027089,1.5891999469872284,25.551237,2.07,1.0,2762.59,0.859790027141571,111.77999877929688,1,44.540000915527344
2018-06-20,-3.8146973e-06,43.70000076293945,44.540000915527344,43.220001220703125,44.209999084472656,2483600.0,83.00397858690204,3.3191884891424834,1.93519765541828,25.551237,2.06,1.0,2767.32,0.8629199862480164,112.30999755859376,1,45.880001068115234
2018-06-21,0.0,44.459999084472656,45.880001068115234,41.70000076293945,43.59999847412109,6904000.0,79.4973016135747,3.482840688886988,2.244726262112021,25.551237,2.05,1.0,2749.76,0.8636299967765808,111.51000213623048,1,43.900001525878906
2018-06-22,0.0,43.34999847412109,43.900001525878906,42.59000015258789,43.18000030517578,2623800.0,77.0826455798269,3.537863604681064,2.5033537306258298,25.551237,2.07,1.0,2754.88,0.8616399765014648,111.31999969482422,0,43.900001525878906
2018-06-23,0.0,43.34999847412109,43.900001525878906,42.59000015258789,43.18000030517578,2623800.0,77.0826455798269,3.537863604681064,2.5033537306258298,25.551237,2.07,1.0,2754.88,0.8616399765014648,111.31999969482422,0,43.900001525878906
2018-06-24,-0.0012969375,43.34999847412109,43.900001525878906,42.59000015258789,43.18000030517578,2623800.0,77.0826455798269,3.537863604681064,2.5033537306258298,25.551237,2.07,1.0,2754.88,0.8616399765014648,111.31999969482422,1,42.630001068115234
2018-06-25,0.0,42.630001068115234,42.630001068115234,41.060001373291016,41.75,2501300.0,69.35809118466874,3.426581094366888,2.6879992033740416,25.551237,2.06,1.0,2717.07,0.8575299978256226,108.9000015258789,1,42.709999084472656
2018-06-26,5.2452087e-06,41.560001373291016,42.709999084472656,41.11000061035156,41.97999954223633,1687900.0,69.8808898682247,3.318692127041402,2.8141377881075136,25.551237,2.07,1.0,2723.06,0.8544999957084656,109.68000030517578,1,42.59000015258789
2018-06-27,0.0,42.150001525878906,42.59000015258789,40.17499923706055,40.41999816894531,2220700.0,62.13711930100556,3.071899326543324,2.865690095794676,25.551237,2.07,1.0,2699.63,0.8583499789237976,108.26000213623048,1,42.33700180053711
2018-06-28,3.6358833e-06,41.02000045776367,42.33700180053711,39.560001373291016,42.2400016784668,2777400.0,66.76443420018481,2.9887212092312367,2.890296318481988,25.551237,2.07,1.0,2716.31,0.8647800087928772,109.11000061035156,1,43.13999938964844
2018-06-29,0.0,42.470001220703125,43.13999938964844,41.59000015258789,42.18999862670898,2440100.0,66.52388607190596,2.8855048202085385,2.889338018827298,25.551237,2.06,1.0,2718.37,0.8648300170898438,109.3000030517578,0,43.13999938964844
2018-06-30,0.0,42.470001220703125,43.13999938964844,41.59000015258789,42.18999862670898,2440100.0,66.52388607190596,2.8855048202085385,2.889338018827298,25.551237,2.06,1.0,2718.37,0.8648300170898438,109.3000030517578,0,43.13999938964844
2018-07-01,0.0,42.470001220703125,43.13999938964844,41.59000015258789,42.18999862670898,2440100.0,66.52388607190596,2.8855048202085385,2.889338018827298,25.551237,2.06,1.91,2718.37,0.8648300170898438,109.3000030517578,1,42.93999862670898
2018-07-02,-1.2993813e-05,41.7400016784668,42.93999862670898,41.619998931884766,42.77999877929688,1394700.0,67.98940312967592,2.8188195723748706,2.8752343295368123,25.551237,2.07,1.91,2726.71,0.8562700152397156,109.4499969482422,1,43.459999084472656
2018-07-03,0.0,43.09000015258789,43.459999084472656,42.310001373291016,42.58000183105469,814700.0,66.91993637635814,2.718495823102685,2.843886628249987,25.551237,2.08,1.91,2713.22,0.8589500188827515,108.9000015258789,0,43.459999084472656
2018-07-04,1.13248825e-05,43.09000015258789,43.459999084472656,42.310001373291016,42.58000183105469,814700.0,66.91993637635814,2.718495823102685,2.843886628249987,25.551237,2.08,1.91,2713.22,0.8576899766921997,108.9000015258789,1,43.97999954223633
2018-07-05,-0.0012969375,42.68999862670898,43.97999954223633,42.68999862670898,43.86000061035156,1470700.0,70.15557590481826,2.711022750390576,2.817313852678105,25.551237,2.1,1.91,2736.61,0.8574600219726562,109.44000244140624,1,44.84000015258789
2018-07-06,0.0,43.790000915527344,44.84000015258789,43.54999923706055,44.709999084472656,1611000.0,72.10670871602738,2.7420790788179232,2.8022668979060685,25.551237,2.08,1.91,2759.82,0.8550000190734863,110.3000030517578,0,44.84000015258789
2018-07-07,-4.351139e-06,43.790000915527344,44.84000015258789,43.54999923706055,44.709999084472656,1611000.0,72.10670871602738,2.7420790788179232,2.8022668979060685,25.551237,2.08,1.91,2759.82,0.8550000190734863,110.3000030517578,0,44.84000015258789
2018-07-08,-4.887581e-06,43.790000915527344,44.84000015258789,43.54999923706055,44.709999084472656,1611000.0,72.10670871602738,2.7420790788179232,2.8022668979060685,25.551237,2.08,1.91,2759.82,0.8550000190734863,110.3000030517578,1,45.59400177001953
2018-07-09,0.0,45.0099983215332,45.59400177001953,43.59999847412109,44.5099983215332,1621100.0,70.93164384273074,2.7192077188177635,2.7856550620884075,25.551237,2.1,1.91,2784.17,0.8508999943733215,111.62000274658205,1,45.33000183105469
2018-07-10,0.0,44.72999954223633,45.33000183105469,43.58000183105469,43.790000915527344,1272600.0,66.7165822596307,2.612864749463121,2.7510969995633503,25.551237,2.09,1.91,2793.84,0.8505600094795227,111.86000061035156,1,44.290000915527344
2018-07-11,6.3180923e-06,43.380001068115234,44.290000915527344,42.65999984741211,43.38999938964844,1315700.0,64.42602763301169,2.467862418138367,2.694450083278354,25.551237,2.07,1.91,2774.02,0.8527299761772156,111.5999984741211,1,43.48899841308594
2018-07-12,1.1920929e-07,43.36000061035156,43.48899841308594,42.7400016784668,43.2400016784668,1767000.0,63.54498722454471,2.314167185374984,2.61839350369768,25.551237,2.06,1.91,2798.29,0.8564000129699707,112.33999633789062,1,43.84000015258789
2018-07-13,0.0,43.43999862670898,43.84000015258789,42.560001373291016,43.0,1167200.0,62.08208566816491,2.1482329838123064,2.524361399720605,25.551237,2.07,1.91,2801.31,0.857200026512146,112.58999633789062,0,43.84000015258789
2018-07-14,0.0,43.43999862670898,43.84000015258789,42.560001373291016,43.0,1167200.0,62.08208566816491,2.1482329838123064,2.524361399720605,25.551237,2.07,1.91,2801.31,0.857200026512146,112.58999633789062,0,43.84000015258789
2018-07-15,-1.6272068e-05,43.43999862670898,43.84000015258789,42.560001373291016,43.0,1167200.0,62.08208566816491,2.1482329838123064,2.524361399720605,25.551237,2.07,1.91,2801.31,0.857200026512146,112.58999633789062,1,43.130001068115234
2018-07-16,-3.516674e-06,42.900001525878906,43.130001068115234,42.150001525878906,42.90999984741211,1355700.0,61.510219072192605,1.986566768321012,2.4168024734406863,25.551237,2.05,1.91,2798.43,0.8562300205230713,112.87000274658205,1,44.39500045776367
2018-07-17,6.914139e-06,42.65999984741211,44.39500045776367,42.34000015258789,44.25,1215900.0,66.46349495067125,1.9441608650135151,2.322274151755252,25.551237,2.03,1.91,2809.55,0.8540099859237671,112.9800033569336,1,44.61000061035156
2018-07-18,1.5199184e-05,44.2599983215332,44.61000061035156,43.43999862670898,44.43999862670898,2934200.0,67.10980925456498,1.903937772928721,2.238606875989946,25.551237,2.03,1.91,2815.62,0.8581299781799316,112.91000366210938,1,45.249000549316406
2018-07-19,0.0,44.36000061035156,45.249000549316406,43.18999862670898,43.22999954223633,1639600.0,59.27518540156819,1.7542025142954785,2.141726003651052,25.551237,2.01,1.91,2804.49,0.8586900234222412,112.6500015258789,1,44.040000915527344
2018-07-20,0.0,43.2400016784668,44.040000915527344,43.20800018310547,43.79999923706055,976100.0,61.552259845595394,1.6623677145055993,2.0458543458219616,25.551237,2.02,1.91,2801.83,0.857990026473999,112.1500015258789,0,44.040000915527344
2018-07-21,0.0,43.2400016784668,44.040000915527344,43.20800018310547,43.79999923706055,976100.0,61.552259845595394,1.6623677145055993,2.0458543458219616,25.551237,2.02,1.91,2801.83,0.857990026473999,112.1500015258789,0,44.040000915527344
2018-07-22,0.0,43.2400016784668,44.040000915527344,43.20800018310547,43.79999923706055,976100.0,61.552259845595394,1.6623677145055993,2.0458543458219616,25.551237,2.02,1.91,2801.83,0.857990026473999,112.1500015258789,1,43.84999847412109
2018-07-23,0.0,43.83000183105469,43.84999847412109,42.36000061035156,43.22999954223633,2388700.0,58.05640845611399,1.5260029502454344,1.941884066706656,25.551237,2.01,1.91,2806.98,0.8516499996185303,112.02999877929688,1,43.77000045776367
2018-07-24,0.0,43.540000915527344,43.77000045776367,41.02000045776367,41.77000045776367,1995400.0,50.19293860092806,1.2853069492831608,1.810568643221957,25.551237,2.0,1.91,2820.4,0.8551300168037415,111.6999969482422,1,43.27999877929688
2018-07-25,7.8082085e-06,42.0,43.27999877929688,42.0,42.97999954223633,1498000.0,55.56461839537333,1.1786042321990422,1.684175761017374,25.551237,2.01,1.91,2846.07,0.8557599782943726,112.5199966430664,1,43.11000061035156
2018-07-26,0.0,42.459999084472656,43.11000061035156,41.91999816894531,42.61000061035156,2061900.0,53.6588900476795,1.052058265761147,1.5577522619661286,25.551237,2.0,1.91,2837.44,0.8519700169563293,111.93000030517578,1,42.75
2018-07-27,1.50203705e-05,42.709999084472656,42.75,41.34000015258789,41.970001220703125,2698100.0,50.43654697264931,0.8898692152095151,1.424175652614806,25.551237,2.0,1.91,2818.82,0.8588899970054626,111.63999938964844,0,42.75
2018-07-28,-2.1517277e-05,42.709999084472656,42.75,41.34000015258789,41.970001220703125,2698100.0,50.43654697264931,0.8898692152095151,1.424175652614806,25.551237,2.0,1.91,2818.82,0.8588899970054626,111.63999938964844,0,42.75
2018-07-29,0.0,42.709999084472656,42.75,41.34000015258789,41.970001220703125,2698100.0,50.43654697264931,0.8898692152095151,1.424175652614806,25.551237,2.0,1.91,2818.82,0.8588899970054626,111.63999938964844,1,42.25199890136719
2018-07-30,-1.7464161e-05,42.13999938964844,42.25199890136719,39.1510009765625,40.22999954223633,2678400.0,42.894540473376125,0.6138535093416877,1.2621112239601824,25.551237,2.01,1.91,2802.6,0.8575999736785889,110.75,1,41.540000915527344
2018-07-31,0.0,40.130001068115234,41.540000915527344,39.64099884033203,40.86000061035156,1640800.0,46.04072344861754,0.4408629018095169,1.0978615595300494,25.551237,2.0,1.91,2816.29,0.8541600108146667,111.2699966430664,1,42.0
2018-08-01,0.0,41.060001373291016,42.0,40.810001373291016,41.20000076293945,2098700.0,47.71492070754672,0.3274273906809597,0.9437747257602316,25.551237,2.0,1.91,2813.36,0.855459988117218,110.72000122070312,1,42.47999954223633
2018-08-02,0.0,40.77999877929688,42.47999954223633,40.16999816894531,42.400001525878906,1414000.0,53.230490870821534,0.330548605037734,0.821129501615732,25.551237,1.99,1.91,2827.22,0.857200026512146,111.4800033569336,1,42.81999969482422
2018-08-03,0.0,42.38999938964844,42.81999969482422,40.900001525878906,41.540000915527344,1367700.0,49.222913810464,0.260623027938351,0.7090282068802558,25.551237,2.0,1.91,2840.35,0.8631100058555603,111.86000061035156,0,42.81999969482422
2018-08-04,0.0,42.38999938964844,42.81999969482422,40.900001525878906,41.540000915527344,1367700.0,49.222913810464,0.260623027938351,0.7090282068802558,25.551237,2.0,1.91,2840.35,0.8631100058555603,111.86000061035156,0,42.81999969482422
2018-08-05,1.3589859e-05,42.38999938964844,42.81999969482422,40.900001525878906,41.540000915527344,1367700.0,49.222913810464,0.260623027938351,0.7090282068802558,25.551237,2.0,1.91,2840.35,0.8631100058555603,111.86000061035156,1,42.97999954223633
2018-08-06,0.0,41.7400016784668,42.97999954223633,41.04999923706055,42.43000030517578,4263500.0,53.153640858304286,0.2738650709471102,0.6219955796936267,25.551237,1.98,1.91,2850.4,0.8648800253868103,112.61000061035156,1,50.59999847412109
2018-08-07,0.0,49.77999877929688,50.59999847412109,43.52999877929688,43.84000015258789,16691600.0,58.61901586956565,0.3935975418051143,0.5763159721159242,25.551237,2.0,1.91,2858.45,0.8651999831199646,113.12999725341795,1,44.0
2018-08-08,1.9669533e-05,43.52999877929688,44.0,42.04999923706055,43.119998931884766,5149600.0,55.08494010925278,0.425483596332306,0.5461494969592006,25.551237,1.98,1.91,2857.7,0.8618500232696533,113.25,1,44.0
2018-08-09,-0.0012969375,42.9900016784668,44.0,41.84000015258789,43.72999954223633,2179000.0,57.42677157708719,0.4942777493223076,0.535775147431822,25.551237,1.97,1.91,2853.58,0.861270010471344,113.66999816894533,1,46.61000061035156
2018-08-10,0.0,43.34999847412109,46.61000061035156,43.06999969482422,46.060001373291016,4015000.0,64.94512522957302,0.7284125993066155,0.5743026378067807,25.551237,1.98,1.91,2833.28,0.8677600026130676,112.72000122070312,0,46.61000061035156
2018-08-11,0.0,43.34999847412109,46.61000061035156,43.06999969482422,46.060001373291016,4015000.0,64.94512522957302,0.7284125993066155,0.5743026378067807,25.551237,1.98,1.91,2833.28,0.8677600026130676,112.72000122070312,0,46.61000061035156
2018-08-12,0.0,43.34999847412109,46.61000061035156,43.06999969482422,46.060001373291016,4015000.0,64.94512522957302,0.7284125993066155,0.5743026378067807,25.551237,1.98,1.91,2833.28,0.8677600026130676,112.72000122070312,1,47.38999938964844
2018-08-13,-0.0012969375,46.310001373291016,47.38999938964844,45.09099960327149,45.18999862670898,3112500.0,60.63899458197539,0.8341486575520918,0.6262718417558429,25.551237,1.99,1.91,2821.93,0.8776000142097473,112.1500015258789,1,46.35900115966797
2018-08-14,-1.40070915e-05,45.54999923706055,46.35900115966797,44.70000076293945,46.13999938964844,2566500.0,63.485998631262575,0.9832678676649138,0.6976710469376571,25.551237,1.99,1.91,2839.96,0.8769999742507935,113.23999786376952,1,46.0
2018-08-15,-1.3113022e-05,45.77000045776367,46.0,43.95000076293945,44.86000061035156,3175300.0,57.45586981025763,0.9867856610838786,0.7554939697669014,25.551237,1.97,1.91,2818.37,0.8813899755477905,111.86000061035156,1,46.0
2018-08-16,0.0,45.41999816894531,46.0,45.02000045776367,45.630001068115234,2399900.0,59.922025607630566,1.0397208843410295,0.8123393526817271,25.551237,1.97,1.91,2840.69,0.8815000057220459,112.41000366210938,1,46.77999877929688
2018-08-17,0.0,45.630001068115234,46.77999877929688,45.060001373291016,46.52999877929688,3028100.0,62.647462180589486,1.141140368020345,0.8780995557494506,25.551237,1.96,1.91,2850.13,0.8794000148773193,112.51000213623048,0,46.77999877929688
2018-08-18,2.9802322e-06,45.630001068115234,46.77999877929688,45.060001373291016,46.52999877929688,3028100.0,62.647462180589486,1.141140368020345,0.8780995557494506,25.551237,1.96,1.91,2850.13,0.8794000148773193,112.51000213623048,0,46.77999877929688
2018-08-19,-6.7949295e-06,45.630001068115234,46.77999877929688,45.060001373291016,46.52999877929688,3028100.0,62.647462180589486,1.141140368020345,0.8780995557494506,25.551237,1.96,1.91,2850.13,0.8794000148773193,112.51000213623048,1,47.63999938964844
2018-08-20,1.8835068e-05,47.02000045776367,47.63999938964844,45.900001525878906,46.900001525878906,2381500.0,63.73919406657296,1.237111517433526,0.9499019480862656,25.551237,1.95,1.91,2857.05,0.8743000030517578,113.30999755859376,1,48.02999877929688
2018-08-21,-6.020069e-06,47.2400016784668,48.02999877929688,46.430999755859375,47.56999969482422,2236300.0,65.69449261973847,1.351651599340535,1.0302518783371195,25.551237,1.97,1.91,2862.96,0.8702200055122375,114.20999908447266,1,47.90999984741211
2018-08-22,-5.3048134e-06,47.27999877929688,47.90999984741211,47.18000030517578,47.84000015258789,1581800.0,66.47894903814309,1.44752604077771,1.1137067108252376,25.551237,1.96,1.91,2861.82,0.8637999892234802,114.33000183105467,1,49.244998931884766
2018-08-23,-1.5318394e-05,48.15999984741211,49.244998931884766,47.93000030517578,48.810001373291016,2495100.0,69.20352227007189,1.5835243353982236,1.2076702357398348,25.551237,1.99,1.91,2856.98,0.8632000088691711,114.22000122070312,1,49.619998931884766
2018-08-24,0.0,48.93000030517578,49.619998931884766,48.310001373291016,49.040000915527344,1920500.0,69.82970316998156,1.6903773862861584,1.3042116658490994,25.551237,1.99,1.91,2874.69,0.8662999868392944,114.88999938964844,0,49.619998931884766
2018-08-25,-1.8298626e-05,48.93000030517578,49.619998931884766,48.310001373291016,49.040000915527344,1920500.0,69.82970316998156,1.6903773862861584,1.3042116658490994,25.551237,1.99,1.91,2874.69,0.8662999868392944,114.88999938964844,0,49.619998931884766
2018-08-26,-7.748604e-06,48.93000030517578,49.619998931884766,48.310001373291016,49.040000915527344,1920500.0,69.82970316998156,1.6903773862861584,1.3042116658490994,25.551237,1.99,1.91,2874.69,0.8662999868392944,114.88999938964844,1,49.650001525878906
