Date,Sentiment Score,Open,High,Low,Close,Volume,RSI,MACD,MACD Signal,Forward PE,T5YIE,FEDFUNDS,SP500,EUR=X,XLV,Next Day High
2018-06-19,1.4781952e-05,34.051231384277344,34.497154235839844,34.032257080078125,34.36432647705078,18484630.0,48.49233020741884,0.2138212687968348,0.2747838057539156,11.089125,2.07,1.0,2762.59,0.859790027141571,84.86000061035156,34.70588302612305
2018-06-20,-1.7881393e-06,34.43074035644531,34.70588302612305,34.35483932495117,34.5920295715332,21354251.0,53.68045987903808,0.2160830439452823,0.263043653392189,11.089125,2.06,1.0,2767.32,0.8629199862480164,85.04000091552734,34.497154235839844
2018-06-21,0.0,34.411766052246094,34.497154235839844,34.29791259765625,34.44022750854492,16893090.0,50.06031523062522,0.2032830388922022,0.2510915304921916,11.089125,2.05,1.0,2749.76,0.8636299967765808,84.55000305175781,34.76280975341797
2018-06-22,0.0,34.6204948425293,34.76280975341797,34.53510284423828,34.63946914672852,27018447.0,54.40642285467534,0.2068318489320262,0.2422395941801585,11.089125,2.07,1.0,2754.88,0.8616399765014648,84.93000030517578,34.76280975341797
2018-06-23,0.0,34.6204948425293,34.76280975341797,34.53510284423828,34.63946914672852,27018447.0,54.40642285467534,0.2068318489320262,0.2422395941801585,11.089125,2.07,1.0,2754.88,0.8616399765014648,84.93000030517578,34.76280975341797
2018-06-24,-0.0019991994,34.6204948425293,34.76280975341797,34.53510284423828,34.63946914672852,27018447.0,54.40642285467534,0.2068318489320262,0.2422395941801585,11.089125,2.07,1.0,2754.88,0.8616399765014648,84.93000030517578,34.5920295715332
2018-06-25,0.0,34.45920181274414,34.5920295715332,34.28842544555664,34.51612854003906,20424517.0,51.422948464766286,0.1974160608349251,0.2332748875111118,11.089125,2.06,1.0,2717.07,0.8575299978256226,84.1500015258789,34.715370178222656
2018-06-26,5.4836273e-06,34.53510284423828,34.715370178222656,34.44022750854492,34.51612854003906,25435023.0,51.422948464766286,0.1877892631994768,0.2241777626487848,11.089125,2.07,1.0,2723.06,0.8544999957084656,83.88999938964844,34.67741775512695
2018-06-27,0.0,34.44022750854492,34.67741775512695,34.326377868652344,34.35483932495117,29396165.0,47.474712502808295,0.1652404756638432,0.2123903052517965,11.089125,2.07,1.0,2699.63,0.8583499789237976,83.18000030517578,34.6204948425293
2018-06-28,2.7418137e-06,34.25996017456055,34.6204948425293,34.25996017456055,34.497154235839844,16506167.0,51.04630087162284,0.1570437207633546,0.2013209883541081,11.089125,2.07,1.0,2716.31,0.8647800087928772,83.29000091552734,34.70588302612305
2018-06-29,0.0,34.582542419433594,34.70588302612305,34.4212532043457,34.4212532043457,20974705.0,49.12762894067667,0.1427773066251134,0.1896122520083092,11.089125,2.06,1.0,2718.37,0.8648300170898438,83.45999908447266,34.70588302612305
2018-06-30,0.0,34.582542419433594,34.70588302612305,34.4212532043457,34.4212532043457,20974705.0,49.12762894067667,0.1427773066251134,0.1896122520083092,11.089125,2.06,1.0,2718.37,0.8648300170898438,83.45999908447266,34.70588302612305
2018-07-01,0.0,34.582542419433594,34.70588302612305,34.4212532043457,34.4212532043457,20974705.0,49.12762894067667,0.1427773066251134,0.1896122520083092,11.089125,2.06,1.91,2718.37,0.8648300170898438,83.45999908447266,34.50664138793945
2018-07-02,-1.3113022e-05,34.15559768676758,34.50664138793945,34.15559768676758,34.468692779541016,14556372.0,50.38292284598362,0.1337571783942053,0.1784412372854884,11.089125,2.07,1.91,2726.71,0.8562700152397156,83.72000122070312,34.70588302612305
2018-07-03,0.0,34.52561569213867,34.70588302612305,34.38330078125,34.487667083740234,9608159.0,50.90473334696812,0.126679447740365,0.1680888793764637,11.089125,2.08,1.91,2713.22,0.8589500188827515,83.91999816894531,34.70588302612305
2018-07-04,1.2695789e-05,34.52561569213867,34.70588302612305,34.38330078125,34.487667083740234,9608159.0,50.90473334696812,0.126679447740365,0.1680888793764637,11.089125,2.08,1.91,2713.22,0.8576899766921997,83.91999816894531,35.01897430419922
2018-07-05,-0.0019991994,34.667930603027344,35.01897430419922,34.63946914672852,34.98102569580078,20391106.0,62.073514388755335,0.1590468192985668,0.1662804673608843,11.089125,2.1,1.91,2736.61,0.8574600219726562,84.79000091552734,35.332069396972656
2018-07-06,0.0,35.10436248779297,35.332069396972656,34.99051284790039,35.2087287902832,18955452.0,65.92631202078978,0.2007577211413505,0.1731759181169775,11.089125,2.08,1.91,2759.82,0.8550000190734863,86.01000213623047,35.332069396972656
2018-07-07,-5.1259995e-06,35.10436248779297,35.332069396972656,34.99051284790039,35.2087287902832,18955452.0,65.92631202078978,0.2007577211413505,0.1731759181169775,11.089125,2.08,1.91,2759.82,0.8550000190734863,86.01000213623047,35.332069396972656
2018-07-08,-4.172325e-06,35.10436248779297,35.332069396972656,34.99051284790039,35.2087287902832,18955452.0,65.92631202078978,0.2007577211413505,0.1731759181169775,11.089125,2.08,1.91,2759.82,0.8550000190734863,86.01000213623047,35.55028533935547
2018-07-09,0.0,35.360530853271484,35.55028533935547,35.113853454589844,35.25616836547852,22329412.0,66.68562668458694,0.2349337189409794,0.1855274782817779,11.089125,2.1,1.91,2784.17,0.8508999943733215,86.63999938964844,35.5787467956543
2018-07-10,0.0,35.38899230957031,35.5787467956543,35.29411697387695,35.512332916259766,20253875.0,70.50750675853533,0.279467257234451,0.2043154340723125,11.089125,2.09,1.91,2793.84,0.8505600094795227,86.97000122070312,35.49335861206055
2018-07-11,7.1525574e-06,35.341556549072266,35.49335861206055,35.25616836547852,35.30360412597656,17795314.0,64.05880557313786,0.2945226642824181,0.2223568801143337,11.089125,2.07,1.91,2774.02,0.8527299761772156,86.27999877929688,35.63567352294922
2018-07-12,1.4305115e-06,35.49335861206055,35.63567352294922,35.30360412597656,35.59772109985352,16974881.0,68.43914772043192,0.3264241501787595,0.2431703341272188,11.089125,2.06,1.91,2798.29,0.8564000129699707,87.23999786376953,35.66413879394531
2018-07-13,0.0,35.5787467956543,35.66413879394531,35.31309127807617,35.60721206665039,15227243.0,68.57225560744851,0.3484553726605028,0.2642273418338756,11.089125,2.07,1.91,2801.31,0.857200026512146,87.4000015258789,35.66413879394531
2018-07-14,0.0,35.5787467956543,35.66413879394531,35.31309127807617,35.60721206665039,15227243.0,68.57225560744851,0.3484553726605028,0.2642273418338756,11.089125,2.07,1.91,2801.31,0.857200026512146,87.4000015258789,35.66413879394531
2018-07-15,-1.2516975e-05,35.5787467956543,35.66413879394531,35.31309127807617,35.60721206665039,15227243.0,68.57225560744851,0.3484553726605028,0.2642273418338756,11.089125,2.07,1.91,2801.31,0.857200026512146,87.4000015258789,35.62618637084961
2018-07-16,1.6093254e-06,35.55977249145508,35.62618637084961,35.3795051574707,35.46489715576172,17888699.0,64.1999134155024,0.3503925441333138,0.2814603822937632,11.089125,2.05,1.91,2798.43,0.8562300205230713,86.87000274658203,35.83491516113281
2018-07-17,6.556511e-06,35.54079818725586,35.83491516113281,35.531307220458984,35.72106170654297,15740014.0,68.13805479191981,0.3683519726243744,0.2988387003598854,11.089125,2.03,1.91,2809.55,0.8540099859237671,87.3499984741211,35.79696273803711
2018-07-18,1.7225742e-05,35.66413879394531,35.79696273803711,35.55977249145508,35.73054885864258,20803430.0,68.27723573235942,0.3789818165085137,0.3148673235896111,11.089125,2.03,1.91,2815.62,0.8581299781799316,87.41999816894531,35.673622131347656
