Date,Sentiment Score,Open,High,Low,Close,Volume,RSI,MACD,MACD Signal,Forward PE,T5YIE,FEDFUNDS,SP500,EUR=X,XLRE,Next Trading Day,Next Day High
2018-06-19,1.424551e-05,164.52000427246094,166.6199951171875,164.47000122070312,165.38999938964844,1702300.0,62.49293774454407,1.7877248087037572,1.647650553892258,17.4653,2.07,1.0,2762.59,0.859790027141571,31.5,1,168.47000122070312
2018-06-20,-2.5629997e-06,165.2100067138672,168.47000122070312,165.0,168.0800018310547,2165200.0,68.43616450225085,1.996525171620334,1.7174254774378732,17.4653,2.06,1.0,2767.32,0.8629199862480164,31.84000015258789,1,169.52000427246094
2018-06-21,0.0,167.4499969482422,169.52000427246094,167.14999389648438,169.47999572753906,1210900.0,71.01073401342633,2.2490432007290053,1.8237490220961,17.4653,2.05,1.0,2749.76,0.8636299967765808,32.029998779296875,1,173.0
2018-06-22,0.0,169.89999389648438,173.0,168.6199951171875,172.85000610351562,1833800.0,76.07057523197992,2.6900875760261727,1.9970167328821145,17.4653,2.07,1.0,2754.88,0.8616399765014648,32.310001373291016,0,173.0
2018-06-23,0.0,169.89999389648438,173.0,168.6199951171875,172.85000610351562,1833800.0,76.07057523197992,2.6900875760261727,1.9970167328821145,17.4653,2.07,1.0,2754.88,0.8616399765014648,32.310001373291016,0,173.0
2018-06-24,-0.0017741323,169.89999389648438,173.0,168.6199951171875,172.85000610351562,1833800.0,76.07057523197992,2.6900875760261727,1.9970167328821145,17.4653,2.07,1.0,2754.88,0.8616399765014648,32.310001373291016,1,173.11000061035156
2018-06-25,0.0,173.0,173.11000061035156,170.1999969482422,171.4600067138672,2346600.0,70.59720025302153,2.894095752642869,2.176432536834265,17.4653,2.06,1.0,2717.07,0.8575299978256226,32.22999954223633,1,173.05999755859375
2018-06-26,6.67572e-06,171.60000610351562,173.05999755859375,170.63999938964844,172.39999389648438,2723100.0,72.06119120698715,3.0959348029913087,2.360332990065674,17.4653,2.07,1.0,2723.06,0.8544999957084656,32.400001525878906,1,173.25999450683594
2018-06-27,0.0,172.77000427246094,173.25999450683594,170.9199981689453,170.9199981689453,1546200.0,66.45103837917237,3.100727165563285,2.5084118251651963,17.4653,2.07,1.0,2699.63,0.8583499789237976,32.310001373291016,1,171.99000549316406
2018-06-28,3.7550926e-06,171.22999572753906,171.99000549316406,169.5500030517578,171.2100067138672,1091000.0,66.99330185398543,3.0922805282494608,2.6251855657820493,17.4653,2.07,1.0,2716.31,0.8647800087928772,32.630001068115234,1,171.35000610351562
2018-06-29,0.0,170.75999450683594,171.35000610351562,168.97000122070312,170.19000244140625,2191700.0,63.12845482470576,2.9690552661320737,2.693959505852054,17.4653,2.06,1.0,2718.37,0.8648300170898438,32.709999084472656,0,171.35000610351562
2018-06-30,0.0,170.75999450683594,171.35000610351562,168.97000122070312,170.19000244140625,2191700.0,63.12845482470576,2.9690552661320737,2.693959505852054,17.4653,2.06,1.0,2718.37,0.8648300170898438,32.709999084472656,0,171.35000610351562
2018-07-01,0.0,170.75999450683594,171.35000610351562,168.97000122070312,170.19000244140625,2191700.0,63.12845482470576,2.9690552661320737,2.693959505852054,17.4653,2.06,1.91,2718.37,0.8648300170898438,32.709999084472656,1,170.72000122070312
2018-07-02,-1.3053417e-05,170.14999389648438,170.72000122070312,167.1699981689453,169.67999267578125,1131100.0,61.22649427840338,2.79799132999446,2.714765870680535,17.4653,2.07,1.91,2726.71,0.8562700152397156,32.52000045776367,1,172.49000549316406
2018-07-03,0.0,169.5399932861328,172.49000549316406,168.42999267578125,171.14999389648438,648800.0,64.54245162310423,2.74934599216499,2.721681894977426,17.4653,2.08,1.91,2713.22,0.8589500188827515,32.709999084472656,0,172.49000549316406
2018-07-04,1.1086464e-05,169.5399932861328,172.49000549316406,168.42999267578125,171.14999389648438,648800.0,64.54245162310423,2.74934599216499,2.721681894977426,17.4653,2.08,1.91,2713.22,0.8576899766921997,32.709999084472656,1,172.6199951171875
2018-07-05,-0.0017741323,171.61000061035156,172.6199951171875,170.0,172.5,1172100.0,67.3076290543199,2.7875947643207724,2.7348644688460952,17.4653,2.1,1.91,2736.61,0.8574600219726562,33.13999938964844,1,173.4499969482422
2018-07-06,0.0,172.8000030517578,173.4499969482422,172.27000427246094,172.99000549316406,1134000.0,68.27472506972624,2.824883046640281,2.7528681844049325,17.4653,2.08,1.91,2759.82,0.8550000190734863,33.279998779296875,0,173.4499969482422
2018-07-07,-3.9339066e-06,172.8000030517578,173.4499969482422,172.27000427246094,172.99000549316406,1134000.0,68.27472506972624,2.824883046640281,2.7528681844049325,17.4653,2.08,1.91,2759.82,0.8550000190734863,33.279998779296875,0,173.4499969482422
2018-07-08,-4.827976e-06,172.8000030517578,173.4499969482422,172.27000427246094,172.99000549316406,1134000.0,68.27472506972624,2.824883046640281,2.7528681844049325,17.4653,2.08,1.91,2759.82,0.8550000190734863,33.279998779296875,1,173.3000030517578
2018-07-09,0.0,172.39999389648438,173.3000030517578,171.1300048828125,172.13999938964844,1484100.0,64.69929332344965,2.7540983587566927,2.7531142192752847,17.4653,2.1,1.91,2784.17,0.8508999943733215,32.970001220703125,1,173.6300048828125
2018-07-10,0.0,172.27000427246094,173.6300048828125,171.39999389648438,172.8300018310547,1566800.0,66.24463530487792,2.722297463475684,2.7469508681153645,17.4653,2.09,1.91,2793.84,0.8505600094795227,33.130001068115234,1,172.99000549316406
2018-07-11,7.390976e-06,171.97999572753906,172.99000549316406,170.97999572753906,171.1300048828125,968100.0,59.350955375598126,2.530746607045586,2.7037100159014087,17.4653,2.07,1.91,2774.02,0.8527299761772156,33.029998779296875,1,172.08999633789062
2018-07-12,4.7683716e-06,171.14999389648438,172.08999633789062,170.50999450683594,171.64999389648438,845400.0,60.69819128199707,2.393311337633492,2.641630280247825,17.4653,2.06,1.91,2798.29,0.8564000129699707,33.11000061035156,1,172.67999267578125
