Date,Sentiment Score,Open,High,Low,Close,Volume,RSI,MACD,MACD Signal,Forward PE,T5YIE,FEDFUNDS,SP500,EUR=X,XLE,Next Trading Day,Next Day High
2018-06-19,1.0967255e-05,79.88999938964844,80.95999908447266,79.70999908447266,80.69999694824219,8759700.0,49.77774314024176,0.4535005107533578,0.7692237398520723,12.357306,2.07,1.0,2762.59,0.859790027141571,74.73999786376953,1,81.12999725341797
2018-06-20,-1.0728836e-05,80.8499984741211,81.12999725341797,80.2699966430664,80.44999694824219,8917700.0,48.47602882318852,0.3401255400291916,0.6834040998874962,12.357306,2.06,1.0,2767.32,0.8629199862480164,75.06999969482422,1,80.37999725341797
2018-06-21,0.0,80.0199966430664,80.37999725341797,79.33000183105469,79.69000244140625,10990700.0,44.65317289698073,0.1867965790586367,0.5840825957217243,12.357306,2.05,1.0,2749.76,0.8636299967765808,73.68000030517578,1,81.94000244140625
2018-06-22,0.0,81.16000366210938,81.94000244140625,80.91999816894531,81.37999725341797,16012200.0,53.44513093952258,0.1993527162472048,0.5071366198268203,12.357306,2.07,1.0,2754.88,0.8616399765014648,75.1500015258789,0,81.94000244140625
2018-06-23,0.0,81.16000366210938,81.94000244140625,80.91999816894531,81.37999725341797,16012200.0,53.44513093952258,0.1993527162472048,0.5071366198268203,12.357306,2.07,1.0,2754.88,0.8616399765014648,75.1500015258789,0,81.94000244140625
2018-06-24,-0.001537323,81.16000366210938,81.94000244140625,80.91999816894531,81.37999725341797,16012200.0,53.44513093952258,0.1993527162472048,0.5071366198268203,12.357306,2.07,1.0,2754.88,0.8616399765014648,75.1500015258789,1,81.23999786376953
2018-06-25,0.0,80.77999877929688,81.23999786376953,79.30000305175781,79.73999786376953,10557200.0,45.83588685949261,0.0760921577050766,0.4209277274024716,12.357306,2.06,1.0,2717.07,0.8575299978256226,73.63999938964844,1,81.01000213623047
2018-06-26,8.940697e-07,80.1500015258789,81.01000213623047,79.97000122070312,80.63999938964844,10382800.0,50.039693272707055,0.0504483414506751,0.3468318502121122,12.357306,2.07,1.0,2723.06,0.8544999957084656,74.56999969482422,1,82.4800033569336
2018-06-27,0.0,81.05999755859375,82.4800033569336,81.05999755859375,81.70999908447266,12725900.0,54.55552030223704,0.1151382235569826,0.3004931248810863,12.357306,2.07,1.0,2699.63,0.8583499789237976,75.56999969482422,1,82.06999969482422
2018-06-28,5.364418e-07,81.7300033569336,82.06999969482422,81.02999877929688,81.97000122070312,9390700.0,55.60559073462505,0.1852499742676912,0.2774444947584073,12.357306,2.07,1.0,2716.31,0.8647800087928772,75.47000122070312,1,83.54000091552734
2018-06-29,0.0,82.44999694824219,83.54000091552734,82.29000091552734,82.7300033569336,17323200.0,58.61578546637766,0.2986966733070915,0.2816949304681441,12.357306,2.06,1.0,2718.37,0.8648300170898438,75.94000244140625,0,83.54000091552734
2018-06-30,0.0,82.44999694824219,83.54000091552734,82.29000091552734,82.7300033569336,17323200.0,58.61578546637766,0.2986966733070915,0.2816949304681441,12.357306,2.06,1.0,2718.37,0.8648300170898438,75.94000244140625,0,83.54000091552734
2018-07-01,0.0,82.44999694824219,83.54000091552734,82.29000091552734,82.7300033569336,17323200.0,58.61578546637766,0.2986966733070915,0.2816949304681441,12.357306,2.06,1.91,2718.37,0.8648300170898438,75.94000244140625,1,82.12999725341797
2018-07-02,-1.6212463e-05,81.88999938964844,82.12999725341797,81.31999969482422,81.76000213623047,9998300.0,53.61861617672096,0.306796449269811,0.2867152342284775,12.357306,2.07,1.91,2726.71,0.8562700152397156,74.81999969482422,1,83.44999694824219
2018-07-03,0.0,82.58000183105469,83.44999694824219,82.08000183105469,82.23999786376953,7197300.0,55.63422974645693,0.3479364292235516,0.2989594732274923,12.357306,2.08,1.91,2713.22,0.8589500188827515,75.29000091552734,0,83.44999694824219
2018-07-04,6.556511e-06,82.58000183105469,83.44999694824219,82.08000183105469,82.23999786376953,7197300.0,55.63422974645693,0.3479364292235516,0.2989594732274923,12.357306,2.08,1.91,2713.22,0.8576899766921997,75.29000091552734,1,82.7699966430664
2018-07-05,-0.001537323,82.58999633789062,82.7699966430664,82.05000305175781,82.30999755859375,9035700.0,55.934976560443936,0.3817875409770153,0.3155250867773969,12.357306,2.1,1.91,2736.61,0.8574600219726562,75.20999908447266,1,82.69999694824219
2018-07-06,0.0,81.95999908447266,82.69999694824219,81.66000366210938,82.33000183105469,7637100.0,56.02671539399756,0.4055539945302939,0.3335308683279763,12.357306,2.08,1.91,2759.82,0.8550000190734863,75.66999816894531,0,82.69999694824219
